0,0,111830000,223670000,335500000,447340000,559170000,671000000,782840000,894670000,1006510000,1118340000,1230170000,1342010000,1453840000,1565680000,1677510000,1789340000,1901170000,2013010000
0,0,4000,8000,12000,16000,20000,24000,28000,32000,36000,40000,44000,48000,52000,56000,60000,64000,68000,72000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0,0,0,0,0.058,0.056,0,0,0.052,0,0.05,0.049
440,0,0,0,0,0,0,0,0,0,0,0,0.059,0.057,0,0,0.053,0.051,0.05,0.049
445,0,0,0,0,0,0,0,0,0,0,0,0.059,0.057,0,0,0.053,0.052,0.05,0.049
450,0,0,0,0,0,0,0,0,0,0,0,0.06,0.058,0,0,0.053,0.052,0.051,0.05
455,0,0,0,0,0,0,0,0,0,0,0,0.06,0.059,0,0,0.054,0.053,0.051,0.05
460,0,0,0,0,0,0,0,0,0,0,0,0.061,0.059,0,0,0.054,0.053,0.052,0.051
465,0,0,0,0,0,0,0,0,0,0,0,0.061,0.06,0,0,0.055,0.054,0.052,0.051
470,0,0,0,0,0,0,0,0,0,0,0,0.062,0.06,0,0,0.055,0.054,0.053,0.052
475,0,0,0,0,0,0,0,0,0,0,0,0.063,0.061,0,0,0.056,0.055,0.053,0.052
480,0,0,0,0,0,0,0,0,0,0,0,0.063,0.061,0,0,0.056,0.055,0.054,0.052
485,0,0,0,0,0,0,0,0,0,0,0,0.064,0.062,0,0,0.057,0.056,0.054,0.053
490,0,0,0,0,0,0,0,0,0,0,0,0.065,0.063,0,0,0.058,0.056,0.055,0.053
495,0,0,0,0,0,0,0,0,0,0,0,0.065,0.063,0,0,0.058,0.057,0.055,0.054
500,0,0,0,0,0,0,0,0,0,0,0,0.066,0.064,0,0,0.059,0.057,0.056,0.055
505,0,0,0,0,0,0,0,0,0,0,0,0.067,0.065,0,0,0.059,0.058,0.056,0.055
510,0,0,0,0,0,0,0,0,0,0,0,0.068,0.065,0,0,0.06,0.058,0.057,0.056
515,0,0,0,0,0,0,0,0,0,0,0,0.068,0.066,0,0,0.061,0.059,0.058,0.056
520,0,0,0,0,0,0,0,0,0,0,0,0.069,0.067,0,0,0.061,0.06,0.058,0.057
525,0,0,0,0,0,0,0,0,0,0,0,0.07,0.068,0,0,0.062,0.06,0.059,0.057
530,0,0,0,0,0,0,0,0,0,0,0,0.071,0.068,0,0,0.063,0.061,0.059,0.058
535,0,0,0,0,0,0,0,0,0,0,0,0.061,0.07,0,0,0.063,0.061,0.059,0.058
540,0,0,0,0,0,0,0,0,0,0,0,0.061,0.071,0,0,0.063,0.062,0.06,0.059
545,0,0,0,0,0,0,0,0,0,0,0,0.06,0.072,0,0,0.064,0.062,0.061,0.059
550,0,0,0,0,0,0,0,0,0,0,0,0.06,0.073,0,0,0.065,0.063,0.061,0.06
555,0,0,0,0,0,0,0,0,0,0,0,0.06,0.074,0,0,0.066,0.064,0.062,0.061
560,0,0,0,0,0,0,0,0,0,0,0,0.06,0.075,0,0,0.067,0.065,0.063,0.061
565,0,0,0,0,0,0,0,0,0,0,0,0.06,0.076,0,0,0.068,0.066,0.064,0.062
570,0,0,0,0,0,0,0,0,0,0,0,0.071,0.077,0,0,0.069,0.067,0.065,0.063
575,0,0,0,0,0,0,0,0,0,0,0,0.078,0.078,0,0,0.07,0.067,0.066,0.064
580,0,0,0,0,0,0,0,0,0,0,0,0.079,0.08,0,0,0.071,0.068,0.066,0.065
585,0,0,0,0,0,0.028,0,0,0,0.038,0.045,0.08,0.081,0,0,0.072,0.069,0.067,0.066
590,0,0,0,0,0,0.029,0,0,0,0.039,0.046,0.081,0.082,0,0,0.073,0.07,0.068,0.066
595,0,0,0,0,0,0.03,0,0,0,0.04,0.046,0.082,0.083,0,0,0.074,0.071,0.069,0.067
600,0,0,0,0,0,0.031,0,0,0,0.04,0.047,0.083,0.084,0,0,0.075,0.072,0.07,0.068
605,0,0,0,0,0,0.032,0,0,0,0.041,0.048,0.084,0.085,0,0,0.076,0.074,0.071,0.069
610,0,0,0,0,0,0.033,0,0,0,0.042,0.052,0.085,0.086,0,0,0.077,0.075,0.072,0.07
615,0,0,0,0,0,0.035,0,0,0,0.043,0.06,0.086,0.087,0,0,0.079,0.076,0.074,0.071
620,0,0,0,0,0,0.036,0,0,0,0.043,0.07,0.088,0.088,0,0,0.08,0.077,0.075,0.073
625,0,0,0,0,0,0.038,0,0,0,0.044,0.086,0.089,0.09,0,0,0.081,0.078,0.076,0.074
630,0,0,0,0,0,0.039,0,0,0,0.046,0.09,0.09,0.091,0,0,0.083,0.08,0.077,0.075
635,0,0,0,0,0,0.041,0,0,0,0.05,0.092,0.092,0.092,0,0,0.084,0.081,0.079,0.076
640,0,0,0,0,0,0.043,0,0,0,0.057,0.093,0.094,0.094,0,0,0.086,0.083,0.08,0.077
645,0,0,0,0,0,0.045,0,0,0,0.066,0.095,0.095,0.096,0,0,0.088,0.084,0.081,0.079
650,0,0,0,0,0,0.048,0,0,0,0.077,0.097,0.097,0.097,0.098,0,0.089,0.086,0.083,0.08
655,0,0,0,0,0,0.084,0,0,0,0.091,0.099,0.099,0.099,0.1,0,0.091,0.088,0.084,0.082
660,0,0,0,0,0,0.09,0,0,0,0.102,0.101,0.101,0.101,0.102,0,0.093,0.089,0.086,0.083
665,0,0,0,0,0,0.098,0,0,0,0.105,0.104,0.103,0.103,0.104,0,0.095,0.091,0.088,0.085
670,0,0,0,0,0,0.107,0,0,0,0.107,0.106,0.106,0.106,0.106,0,0.098,0.093,0.09,0.087
675,0,0,0,0,0.01,0.118,0,0,0,0.11,0.109,0.108,0.108,0.109,0,0.1,0.096,0.092,0.089
680,0,0,0,0,0.012,0.13,0,0,0,0.114,0.112,0.111,0.111,0.111,0,0.102,0.098,0.094,0.091
685,0,0,0,0,0.013,0.142,0,0,0,0.118,0.116,0.114,0.114,0.114,0,0.105,0.1,0.096,0.093
690,0,0,0,0,0.017,0.158,0,0,0,0.122,0.119,0.118,0.117,0.117,0,0.108,0.103,0.099,0.095
695,0,0,0,0,0.024,0.179,0,0,0,0.127,0.124,0.122,0.12,0.12,0.118,0.111,0.106,0.101,0.097
700,0,0,0,0,0.048,0.208,0,0,0,0.133,0.129,0.126,0.124,0.124,0.122,0.115,0.109,0.104,0.1
705,0,0,0,0,0.167,0.242,0,0,0,0.14,0.134,0.131,0.128,0.128,0.127,0.119,0.112,0.107,0.102
710,0,0,0,0,0.315,0.276,0,0,0,0.15,0.141,0.136,0.133,0.132,0.132,0.123,0.116,0.11,0.105
715,0,0,0,0.025,0.331,0.302,0,0,0,0.161,0.149,0.143,0.139,0.138,0.138,0.128,0.12,0.114,0.108
720,0,0,0,0.058,0.346,0.317,0,0,0,0.178,0.16,0.151,0.146,0.143,0.143,0.133,0.124,0.117,0.112
725,0,0,0,0.166,0.361,0.332,0,0,0,0.202,0.173,0.161,0.153,0.15,0.15,0.139,0.129,0.122,0.116
730,0,0,0,0.235,0.378,0.347,0,0,0,0.238,0.192,0.173,0.163,0.158,0.157,0.146,0.135,0.126,0.12
735,0,0,0.053,0.286,0.399,0.361,0,0,0.303,0.285,0.217,0.188,0.174,0.167,0.165,0.154,0.141,0.132,0.125
740,0,0,0.124,0.346,0.415,0.376,0,0.327,0.32,0.313,0.253,0.209,0.189,0.179,0.175,0.163,0.149,0.138,0.13
745,0,0,0.204,0.419,0.432,0.39,0,0.35,0.337,0.33,0.299,0.236,0.207,0.193,0.187,0.174,0.157,0.145,0.136
750,0,0,0.243,0.493,0.449,0.405,0.382,0.366,0.353,0.347,0.342,0.271,0.23,0.21,0.201,0.188,0.167,0.153,0.142
755,0,0,0.29,0.513,0.467,0.422,0.397,0.382,0.369,0.365,0.355,0.314,0.259,0.231,0.218,0.204,0.179,0.162,0.15
